"drg","drgnum","drgweight","drgsys","drgvers","glos","trim","low","alos","fydate","fyear"
"001",1,25.3518,"MS-DRG",31,28.2999992370605,0,,35.9000015258789,10/1/2013,2014
"002",2,15.2738,"MS-DRG",31,15.8999996185303,0,,18.6000003814697,10/1/2013,2014
"003",3,17.6369,"MS-DRG",31,27.2000007629395,0,,33.2000007629395,10/1/2013,2014
"004",4,10.9288,"MS-DRG",31,20.2999992370605,0,,24.7000007629395,10/1/2013,2014
"005",5,10.4214,"MS-DRG",31,15.1000003814697,0,,20.1000003814697,10/1/2013,2014
"006",6,4.7639,"MS-DRG",31,7.90000009536743,0,,9,10/1/2013,2014
"007",7,9.1929,"MS-DRG",31,15.3999996185303,0,,17.8999996185303,10/1/2013,2014
"008",8,5.1527,"MS-DRG",31,9.5,0,,11,10/1/2013,2014
"009",9,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"010",10,4.1554,"MS-DRG",31,8.80000019073486,0,,10.3000001907349,10/1/2013,2014
"011",11,4.7246,"MS-DRG",31,11.3999996185303,0,,14,10/1/2013,2014
"012",12,3.2291,"MS-DRG",31,8.30000019073486,0,,9.80000019073486,10/1/2013,2014
"013",13,2.1647,"MS-DRG",31,5.69999980926514,0,,6.5,10/1/2013,2014
"014",14,10.6157,"MS-DRG",31,20.7000007629395,0,,26.2000007629395,10/1/2013,2014
"015",15,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"016",16,6.0304,"MS-DRG",31,18.1000003814697,0,,19.5,10/1/2013,2014
"017",17,4.2906,"MS-DRG",31,9.89999961853027,0,,13.1999998092651,10/1/2013,2014
"018",18,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"019",19,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"020",20,9.3897,"MS-DRG",31,14.3000001907349,0,,17.3999996185303,10/1/2013,2014
"021",21,6.4458,"MS-DRG",31,11.8999996185303,0,,13.3999996185303,10/1/2013,2014
"022",22,4.7113,"MS-DRG",31,5.5,0,,7.30000019073486,10/1/2013,2014
"023",23,5.1587,"MS-DRG",31,8,0,,11.1999998092651,10/1/2013,2014
"024",24,3.7121,"MS-DRG",31,4.5,0,,6.59999990463257,10/1/2013,2014
"025",25,4.4422,"MS-DRG",31,7.80000019073486,0,,10.1000003814697,10/1/2013,2014
"026",26,2.9842,"MS-DRG",31,5,0,,6.5,10/1/2013,2014
"027",27,2.2505,"MS-DRG",31,2.59999990463257,0,,3.40000009536743,10/1/2013,2014
"028",28,5.4339,"MS-DRG",31,9.60000038146973,0,,12.3000001907349,10/1/2013,2014
"029",29,3.0782,"MS-DRG",31,4.59999990463257,0,,6.19999980926514,10/1/2013,2014
"030",30,1.8091,"MS-DRG",31,2.5,0,,3.29999995231628,10/1/2013,2014
"031",31,3.946,"MS-DRG",31,7.69999980926514,0,,11,10/1/2013,2014
"032",32,1.978,"MS-DRG",31,3.40000009536743,0,,4.90000009536743,10/1/2013,2014
"033",33,1.5226,"MS-DRG",31,2,0,,2.5,10/1/2013,2014
"034",34,3.4145,"MS-DRG",31,4.69999980926514,0,,6.90000009536743,10/1/2013,2014
"035",35,2.1781,"MS-DRG",31,2.09999990463257,0,,3.09999990463257,10/1/2013,2014
"036",36,1.7224,"MS-DRG",31,1.29999995231628,0,,1.5,10/1/2013,2014
"037",37,3.0641,"MS-DRG",31,5.5,0,,7.90000009536743,10/1/2013,2014
"038",38,1.5958,"MS-DRG",31,2.40000009536743,0,,3.5,10/1/2013,2014
"039",39,1.0452,"MS-DRG",31,1.39999997615814,0,,1.60000002384186,10/1/2013,2014
"040",40,3.7851,"MS-DRG",31,8.30000019073486,0,,11,10/1/2013,2014
"041",41,2.1731,"MS-DRG",31,5,0,,6.40000009536743,10/1/2013,2014
"042",42,1.8616,"MS-DRG",31,2.59999990463257,0,,3.40000009536743,10/1/2013,2014
"043",43,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"044",44,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"045",45,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"046",46,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"047",47,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"048",48,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"049",49,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"050",50,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"051",51,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"052",52,1.4102,"MS-DRG",31,4,0,,5.30000019073486,10/1/2013,2014
"053",53,0.8746,"MS-DRG",31,2.70000004768372,0,,3.29999995231628,10/1/2013,2014
"054",54,1.3195,"MS-DRG",31,4.09999990463257,0,,5.5,10/1/2013,2014
"055",55,1.01,"MS-DRG",31,3.09999990463257,0,,4.19999980926514,10/1/2013,2014
"056",56,1.7368,"MS-DRG",31,5.30000019073486,0,,7.09999990463257,10/1/2013,2014
"057",57,0.9841,"MS-DRG",31,3.59999990463257,0,,4.69999980926514,10/1/2013,2014
"058",58,1.6027,"MS-DRG",31,5.40000009536743,0,,7.09999990463257,10/1/2013,2014
"059",59,1.0399,"MS-DRG",31,4,0,,4.90000009536743,10/1/2013,2014
"060",60,0.7899,"MS-DRG",31,3.09999990463257,0,,3.70000004768372,10/1/2013,2014
"061",61,2.7316,"MS-DRG",31,5.80000019073486,0,,7.5,10/1/2013,2014
"062",62,1.8561,"MS-DRG",31,4.19999980926514,0,,4.90000009536743,10/1/2013,2014
"063",63,1.4685,"MS-DRG",31,3,0,,3.40000009536743,10/1/2013,2014
"064",64,1.7417,"MS-DRG",31,4.69999980926514,0,,6.30000019073486,10/1/2013,2014
"065",65,1.0776,"MS-DRG",31,3.5,0,,4.30000019073486,10/1/2013,2014
"066",66,0.7566,"MS-DRG",31,2.5,0,,2.90000009536743,10/1/2013,2014
"067",67,1.4172,"MS-DRG",31,4.09999990463257,0,,5.30000019073486,10/1/2013,2014
"068",68,0.8582,"MS-DRG",31,2.5,0,,3.09999990463257,10/1/2013,2014
"069",69,0.6948,"MS-DRG",31,2.20000004768372,0,,2.59999990463257,10/1/2013,2014
"070",70,1.6593,"MS-DRG",31,4.90000009536743,0,,6.59999990463257,10/1/2013,2014
"071",71,0.9796,"MS-DRG",31,3.59999990463257,0,,4.59999990463257,10/1/2013,2014
"072",72,0.6919,"MS-DRG",31,2.29999995231628,0,,2.90000009536743,10/1/2013,2014
"073",73,1.3014,"MS-DRG",31,3.90000009536743,0,,5.30000019073486,10/1/2013,2014
"074",74,0.8786,"MS-DRG",31,3.09999990463257,0,,3.90000009536743,10/1/2013,2014
"075",75,1.5918,"MS-DRG",31,5.19999980926514,0,,6.5,10/1/2013,2014
"076",76,0.8425,"MS-DRG",31,3.20000004768372,0,,3.70000004768372,10/1/2013,2014
"077",77,1.629,"MS-DRG",31,4.59999990463257,0,,6,10/1/2013,2014
"078",78,0.9467,"MS-DRG",31,3.09999990463257,0,,3.90000009536743,10/1/2013,2014
"079",79,0.7118,"MS-DRG",31,2.29999995231628,0,,2.79999995231628,10/1/2013,2014
"080",80,1.2252,"MS-DRG",31,3.70000004768372,0,,5.09999990463257,10/1/2013,2014
"081",81,0.7455,"MS-DRG",31,2.59999990463257,0,,3.40000009536743,10/1/2013,2014
"082",82,1.9463,"MS-DRG",31,3.40000009536743,0,,5.69999980926514,10/1/2013,2014
"083",83,1.2643,"MS-DRG",31,3.40000009536743,0,,4.40000009536743,10/1/2013,2014
"084",84,0.8491,"MS-DRG",31,2.09999990463257,0,,2.70000004768372,10/1/2013,2014
"085",85,1.9733,"MS-DRG",31,4.90000009536743,0,,6.69999980926514,10/1/2013,2014
"086",86,1.1105,"MS-DRG",31,3.29999995231628,0,,4.19999980926514,10/1/2013,2014
"087",87,0.7345,"MS-DRG",31,2.20000004768372,0,,2.70000004768372,10/1/2013,2014
"088",88,1.5029,"MS-DRG",31,3.90000009536743,0,,5.09999990463257,10/1/2013,2014
"089",89,0.9406,"MS-DRG",31,2.70000004768372,0,,3.29999995231628,10/1/2013,2014
"090",90,0.714,"MS-DRG",31,1.89999997615814,0,,2.29999995231628,10/1/2013,2014
"091",91,1.5851,"MS-DRG",31,4.30000019073486,0,,5.90000009536743,10/1/2013,2014
"092",92,0.8918,"MS-DRG",31,3.09999990463257,0,,3.90000009536743,10/1/2013,2014
"093",93,0.6614,"MS-DRG",31,2.20000004768372,0,,2.70000004768372,10/1/2013,2014
"094",94,3.4974,"MS-DRG",31,8.30000019073486,0,,10.8000001907349,10/1/2013,2014
"095",95,2.2787,"MS-DRG",31,6.19999980926514,0,,7.69999980926514,10/1/2013,2014
"096",96,1.9694,"MS-DRG",31,4.5,0,,5.40000009536743,10/1/2013,2014
"097",97,3.1963,"MS-DRG",31,8.5,0,,11,10/1/2013,2014
"098",98,1.7657,"MS-DRG",31,5.80000019073486,0,,7.40000009536743,10/1/2013,2014
"099",99,1.1835,"MS-DRG",31,4.09999990463257,0,,5,10/1/2013,2014
"100",100,1.5185,"MS-DRG",31,4.19999980926514,0,,5.69999980926514,10/1/2013,2014
"101",101,0.7569,"MS-DRG",31,2.59999990463257,0,,3.29999995231628,10/1/2013,2014
"102",102,1.043,"MS-DRG",31,3.09999990463257,0,,4.19999980926514,10/1/2013,2014
"103",103,0.6663,"MS-DRG",31,2.29999995231628,0,,2.90000009536743,10/1/2013,2014
"104",104,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"105",105,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"106",106,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"107",107,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"108",108,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"109",109,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"110",110,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"111",111,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"112",112,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"113",113,1.8998,"MS-DRG",31,4,0,,5.59999990463257,10/1/2013,2014
"114",114,1.0216,"MS-DRG",31,2.29999995231628,0,,2.90000009536743,10/1/2013,2014
"115",115,1.2543,"MS-DRG",31,3.20000004768372,0,,4.30000019073486,10/1/2013,2014
"116",116,1.4806,"MS-DRG",31,3.20000004768372,0,,4.80000019073486,10/1/2013,2014
"117",117,0.8211,"MS-DRG",31,1.79999995231628,0,,2.40000009536743,10/1/2013,2014
"118",118,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"119",119,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"120",120,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"121",121,1.0215,"MS-DRG",31,3.90000009536743,0,,4.80000019073486,10/1/2013,2014
"122",122,0.6147,"MS-DRG",31,2.90000009536743,0,,3.5,10/1/2013,2014
"123",123,0.6963,"MS-DRG",31,2.20000004768372,0,,2.70000004768372,10/1/2013,2014
"124",124,1.199,"MS-DRG",31,3.70000004768372,0,,5.09999990463257,10/1/2013,2014
"125",125,0.6812,"MS-DRG",31,2.5,0,,3.09999990463257,10/1/2013,2014
"126",126,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"127",127,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"128",128,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"129",129,2.1925,"MS-DRG",31,3.59999990463257,0,,5.09999990463257,10/1/2013,2014
"130",130,1.2687,"MS-DRG",31,2.09999990463257,0,,2.59999990463257,10/1/2013,2014
"131",131,2.2038,"MS-DRG",31,3.90000009536743,0,,5.40000009536743,10/1/2013,2014
"132",132,1.2855,"MS-DRG",31,2,0,,2.59999990463257,10/1/2013,2014
"133",133,1.7824,"MS-DRG",31,3.59999990463257,0,,5.30000019073486,10/1/2013,2014
"134",134,0.9584,"MS-DRG",31,1.79999995231628,0,,2.40000009536743,10/1/2013,2014
"135",135,2.011,"MS-DRG",31,4.09999990463257,0,,5.90000009536743,10/1/2013,2014
"136",136,0.9709,"MS-DRG",31,1.79999995231628,0,,2.40000009536743,10/1/2013,2014
"137",137,1.3477,"MS-DRG",31,3.70000004768372,0,,5,10/1/2013,2014
"138",138,0.8304,"MS-DRG",31,2,0,,2.5,10/1/2013,2014
"139",139,0.9169,"MS-DRG",31,1.5,0,,2,10/1/2013,2014
"140",140,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"141",141,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"142",142,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"143",143,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"144",144,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"145",145,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"146",146,2.0402,"MS-DRG",31,5.59999990463257,0,,8.19999980926514,10/1/2013,2014
"147",147,1.2317,"MS-DRG",31,3.90000009536743,0,,5.40000009536743,10/1/2013,2014
"148",148,0.7688,"MS-DRG",31,2.29999995231628,0,,3,10/1/2013,2014
"149",149,0.6184,"MS-DRG",31,2.09999990463257,0,,2.5,10/1/2013,2014
"150",150,1.3298,"MS-DRG",31,3.70000004768372,0,,4.90000009536743,10/1/2013,2014
"151",151,0.6557,"MS-DRG",31,2.20000004768372,0,,2.79999995231628,10/1/2013,2014
"152",152,1.0042,"MS-DRG",31,3.29999995231628,0,,4.30000019073486,10/1/2013,2014
"153",153,0.6439,"MS-DRG",31,2.40000009536743,0,,2.90000009536743,10/1/2013,2014
"154",154,1.3785,"MS-DRG",31,4.09999990463257,0,,5.5,10/1/2013,2014
"155",155,0.861,"MS-DRG",31,3.09999990463257,0,,3.90000009536743,10/1/2013,2014
"156",156,0.616,"MS-DRG",31,2.29999995231628,0,,2.79999995231628,10/1/2013,2014
"157",157,1.538,"MS-DRG",31,4.5,0,,6.09999990463257,10/1/2013,2014
"158",158,0.8525,"MS-DRG",31,3.09999990463257,0,,3.90000009536743,10/1/2013,2014
"159",159,0.61,"MS-DRG",31,2.09999990463257,0,,2.59999990463257,10/1/2013,2014
"160",160,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"161",161,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"162",162,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"163",163,5.0952,"MS-DRG",31,11,0,,13.3999996185303,10/1/2013,2014
"164",164,2.6086,"MS-DRG",31,5.59999990463257,0,,6.69999980926514,10/1/2013,2014
"165",165,1.7943,"MS-DRG",31,3.29999995231628,0,,4,10/1/2013,2014
"166",166,3.6741,"MS-DRG",31,8.80000019073486,0,,11.1999998092651,10/1/2013,2014
"167",167,1.986,"MS-DRG",31,5.19999980926514,0,,6.59999990463257,10/1/2013,2014
"168",168,1.3101,"MS-DRG",31,3,0,,3.90000009536743,10/1/2013,2014
"169",169,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"170",170,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"171",171,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"172",172,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"173",173,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"174",174,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"175",175,1.5346,"MS-DRG",31,5.30000019073486,0,,6.40000009536743,10/1/2013,2014
"176",176,0.9891,"MS-DRG",31,3.70000004768372,0,,4.40000009536743,10/1/2013,2014
"177",177,1.9934,"MS-DRG",31,6.40000009536743,0,,7.90000009536743,10/1/2013,2014
"178",178,1.3955,"MS-DRG",31,5.09999990463257,0,,6.09999990463257,10/1/2013,2014
"179",179,0.9741,"MS-DRG",31,3.70000004768372,0,,4.5,10/1/2013,2014
"180",180,1.7026,"MS-DRG",31,5.40000009536743,0,,7.09999990463257,10/1/2013,2014
"181",181,1.1725,"MS-DRG",31,3.79999995231628,0,,5,10/1/2013,2014
"182",182,0.7905,"MS-DRG",31,2.59999990463257,0,,3.29999995231628,10/1/2013,2014
"183",183,1.4649,"MS-DRG",31,4.80000019073486,0,,5.90000009536743,10/1/2013,2014
"184",184,0.9832,"MS-DRG",31,3.40000009536743,0,,4.09999990463257,10/1/2013,2014
"185",185,0.6907,"MS-DRG",31,2.5,0,,2.90000009536743,10/1/2013,2014
"186",186,1.5727,"MS-DRG",31,4.90000009536743,0,,6.30000019073486,10/1/2013,2014
"187",187,1.0808,"MS-DRG",31,3.59999990463257,0,,4.5,10/1/2013,2014
"188",188,0.7468,"MS-DRG",31,2.59999990463257,0,,3.29999995231628,10/1/2013,2014
"189",189,1.2184,"MS-DRG",31,3.90000009536743,0,,5,10/1/2013,2014
"190",190,1.1708,"MS-DRG",31,4.19999980926514,0,,5.09999990463257,10/1/2013,2014
"191",191,0.9343,"MS-DRG",31,3.5,0,,4.19999980926514,10/1/2013,2014
"192",192,0.712,"MS-DRG",31,2.79999995231628,0,,3.29999995231628,10/1/2013,2014
"193",193,1.455,"MS-DRG",31,5,0,,6.09999990463257,10/1/2013,2014
"194",194,0.9771,"MS-DRG",31,3.79999995231628,0,,4.59999990463257,10/1/2013,2014
"195",195,0.6997,"MS-DRG",31,2.90000009536743,0,,3.40000009536743,10/1/2013,2014
"196",196,1.6686,"MS-DRG",31,5.40000009536743,0,,6.80000019073486,10/1/2013,2014
"197",197,1.0627,"MS-DRG",31,3.79999995231628,0,,4.69999980926514,10/1/2013,2014
"198",198,0.7958,"MS-DRG",31,2.90000009536743,0,,3.59999990463257,10/1/2013,2014
"199",199,1.8127,"MS-DRG",31,5.90000009536743,0,,7.59999990463257,10/1/2013,2014
"200",200,0.9692,"MS-DRG",31,3.29999995231628,0,,4.30000019073486,10/1/2013,2014
"201",201,0.7053,"MS-DRG",31,2.59999990463257,0,,3.29999995231628,10/1/2013,2014
"202",202,0.8678,"MS-DRG",31,3.20000004768372,0,,3.90000009536743,10/1/2013,2014
"203",203,0.6391,"MS-DRG",31,2.5,0,,3,10/1/2013,2014
"204",204,0.678,"MS-DRG",31,2.09999990463257,0,,2.70000004768372,10/1/2013,2014
"205",205,1.3935,"MS-DRG",31,4,0,,5.40000009536743,10/1/2013,2014
"206",206,0.7911,"MS-DRG",31,2.5,0,,3.20000004768372,10/1/2013,2014
"207",207,5.2556,"MS-DRG",31,12.1000003814697,0,,14.1000003814697,10/1/2013,2014
"208",208,2.2871,"MS-DRG",31,5,0,,6.80000019073486,10/1/2013,2014
"209",209,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"210",210,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"211",211,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"212",212,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"213",213,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"214",214,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"215",215,14.779,"MS-DRG",31,10,0,,16.7000007629395,10/1/2013,2014
"216",216,9.4801,"MS-DRG",31,13.1000003814697,0,,15.8000001907349,10/1/2013,2014
"217",217,6.2835,"MS-DRG",31,8.39999961853027,0,,9.69999980926514,10/1/2013,2014
"218",218,5.4262,"MS-DRG",31,6.09999990463257,0,,7.19999980926514,10/1/2013,2014
"219",219,7.9191,"MS-DRG",31,10,0,,12.1000003814697,10/1/2013,2014
"220",220,5.2917,"MS-DRG",31,6.59999990463257,0,,7.30000019073486,10/1/2013,2014
"221",221,4.6424,"MS-DRG",31,4.90000009536743,0,,5.5,10/1/2013,2014
"222",222,8.8167,"MS-DRG",31,9.60000038146973,0,,11.8999996185303,10/1/2013,2014
"223",223,6.4257,"MS-DRG",31,4.59999990463257,0,,6.19999980926514,10/1/2013,2014
"224",224,7.7224,"MS-DRG",31,8.10000038146973,0,,10,10/1/2013,2014
"225",225,5.9206,"MS-DRG",31,4.09999990463257,0,,4.90000009536743,10/1/2013,2014
"226",226,7.0099,"MS-DRG",31,6,0,,8.39999961853027,10/1/2013,2014
"227",227,5.5397,"MS-DRG",31,2.20000004768372,0,,3.20000004768372,10/1/2013,2014
"228",228,6.8682,"MS-DRG",31,11.1000003814697,0,,13.1999998092651,10/1/2013,2014
"229",229,4.4413,"MS-DRG",31,6.90000009536743,0,,7.80000019073486,10/1/2013,2014
"230",230,3.6669,"MS-DRG",31,4.40000009536743,0,,5.09999990463257,10/1/2013,2014
"231",231,7.8158,"MS-DRG",31,10.6999998092651,0,,12.3999996185303,10/1/2013,2014
"232",232,5.6145,"MS-DRG",31,8.10000038146973,0,,8.89999961853027,10/1/2013,2014
"233",233,7.3887,"MS-DRG",31,11.8999996185303,0,,13.3999996185303,10/1/2013,2014
"234",234,4.827,"MS-DRG",31,8,0,,8.60000038146973,10/1/2013,2014
"235",235,5.8478,"MS-DRG",31,9.19999980926514,0,,10.6000003814697,10/1/2013,2014
"236",236,3.8011,"MS-DRG",31,6,0,,6.5,10/1/2013,2014
"237",237,5.0962,"MS-DRG",31,6.90000009536743,0,,9.80000019073486,10/1/2013,2014
"238",238,3.3576,"MS-DRG",31,2.59999990463257,0,,3.79999995231628,10/1/2013,2014
"239",239,4.8601,"MS-DRG",31,10.8999996185303,0,,13.8999996185303,10/1/2013,2014
"240",240,2.6789,"MS-DRG",31,7.19999980926514,0,,8.80000019073486,10/1/2013,2014
"241",241,1.4226,"MS-DRG",31,4.59999990463257,0,,5.5,10/1/2013,2014
"242",242,3.7491,"MS-DRG",31,5.90000009536743,0,,7.59999990463257,10/1/2013,2014
"243",243,2.6716,"MS-DRG",31,3.70000004768372,0,,4.59999990463257,10/1/2013,2014
"244",244,2.1608,"MS-DRG",31,2.40000009536743,0,,2.90000009536743,10/1/2013,2014
"245",245,4.7022,"MS-DRG",31,3.29999995231628,0,,4.69999980926514,10/1/2013,2014
"246",246,3.183,"MS-DRG",31,3.90000009536743,0,,5.19999980926514,10/1/2013,2014
"247",247,2.0408,"MS-DRG",31,2.09999990463257,0,,2.5,10/1/2013,2014
"248",248,2.9479,"MS-DRG",31,4.59999990463257,0,,6.19999980926514,10/1/2013,2014
"249",249,1.8245,"MS-DRG",31,2.40000009536743,0,,3,10/1/2013,2014
"250",250,2.9881,"MS-DRG",31,5.09999990463257,0,,7,10/1/2013,2014
"251",251,1.9737,"MS-DRG",31,2.40000009536743,0,,3.09999990463257,10/1/2013,2014
"252",252,3.1477,"MS-DRG",31,5.30000019073486,0,,7.69999980926514,10/1/2013,2014
"253",253,2.5172,"MS-DRG",31,4.09999990463257,0,,5.5,10/1/2013,2014
"254",254,1.7012,"MS-DRG",31,2.20000004768372,0,,2.90000009536743,10/1/2013,2014
"255",255,2.6404,"MS-DRG",31,6.80000019073486,0,,8.80000019073486,10/1/2013,2014
"256",256,1.5973,"MS-DRG",31,5.30000019073486,0,,6.5,10/1/2013,2014
"257",257,0.9017,"MS-DRG",31,3,0,,3.70000004768372,10/1/2013,2014
"258",258,2.7229,"MS-DRG",31,4.90000009536743,0,,6.19999980926514,10/1/2013,2014
"259",259,1.9462,"MS-DRG",31,2.70000004768372,0,,3.40000009536743,10/1/2013,2014
"260",260,3.7238,"MS-DRG",31,7.69999980926514,0,,10.5,10/1/2013,2014
"261",261,1.7284,"MS-DRG",31,3.20000004768372,0,,4.30000019073486,10/1/2013,2014
"262",262,1.3866,"MS-DRG",31,2.29999995231628,0,,2.90000009536743,10/1/2013,2014
"263",263,1.8888,"MS-DRG",31,3.59999990463257,0,,5.19999980926514,10/1/2013,2014
"264",264,2.7138,"MS-DRG",31,5.59999990463257,0,,8.19999980926514,10/1/2013,2014
"265",265,2.689,"MS-DRG",31,2.5,0,,3.59999990463257,10/1/2013,2014
"266",266,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"267",267,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"268",268,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"269",269,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"270",270,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"271",271,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"272",272,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"273",273,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"274",274,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"275",275,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"276",276,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"277",277,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"278",278,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"279",279,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"280",280,1.7431,"MS-DRG",31,4.69999980926514,0,,6,10/1/2013,2014
"281",281,1.0568,"MS-DRG",31,3.09999990463257,0,,3.79999995231628,10/1/2013,2014
"282",282,0.7551,"MS-DRG",31,2.09999990463257,0,,2.5,10/1/2013,2014
"283",283,1.6885,"MS-DRG",31,3,0,,4.69999980926514,10/1/2013,2014
"284",284,0.7614,"MS-DRG",31,1.79999995231628,0,,2.5,10/1/2013,2014
"285",285,0.5227,"MS-DRG",31,1.39999997615814,0,,1.70000004768372,10/1/2013,2014
"286",286,2.1058,"MS-DRG",31,4.90000009536743,0,,6.69999980926514,10/1/2013,2014
"287",287,1.0866,"MS-DRG",31,2.40000009536743,0,,3.09999990463257,10/1/2013,2014
"288",288,2.7956,"MS-DRG",31,7.80000019073486,0,,9.89999961853027,10/1/2013,2014
"289",289,1.7891,"MS-DRG",31,5.69999980926514,0,,7,10/1/2013,2014
"290",290,1.2359,"MS-DRG",31,3.90000009536743,0,,4.80000019073486,10/1/2013,2014
"291",291,1.5031,"MS-DRG",31,4.59999990463257,0,,5.90000009536743,10/1/2013,2014
"292",292,0.9938,"MS-DRG",31,3.70000004768372,0,,4.5,10/1/2013,2014
"293",293,0.6723,"MS-DRG",31,2.59999990463257,0,,3.09999990463257,10/1/2013,2014
"294",294,0.9439,"MS-DRG",31,4,0,,4.90000009536743,10/1/2013,2014
"295",295,0.6287,"MS-DRG",31,3.09999990463257,0,,3.59999990463257,10/1/2013,2014
"296",296,1.3013,"MS-DRG",31,1.89999997615814,0,,2.90000009536743,10/1/2013,2014
"297",297,0.6063,"MS-DRG",31,1.20000004768372,0,,1.5,10/1/2013,2014
"298",298,0.426,"MS-DRG",31,1,0,,1.10000002384186,10/1/2013,2014
"299",299,1.3647,"MS-DRG",31,4.40000009536743,0,,5.59999990463257,10/1/2013,2014
"300",300,0.9666,"MS-DRG",31,3.59999990463257,0,,4.5,10/1/2013,2014
"301",301,0.6681,"MS-DRG",31,2.70000004768372,0,,3.29999995231628,10/1/2013,2014
"302",302,1.0287,"MS-DRG",31,2.90000009536743,0,,3.90000009536743,10/1/2013,2014
"303",303,0.6034,"MS-DRG",31,1.89999997615814,0,,2.29999995231628,10/1/2013,2014
"304",304,1.0268,"MS-DRG",31,3.29999995231628,0,,4.40000009536743,10/1/2013,2014
"305",305,0.6176,"MS-DRG",31,2.09999990463257,0,,2.59999990463257,10/1/2013,2014
"306",306,1.3659,"MS-DRG",31,3.90000009536743,0,,5.30000019073486,10/1/2013,2014
"307",307,0.7917,"MS-DRG",31,2.59999990463257,0,,3.29999995231628,10/1/2013,2014
"308",308,1.2088,"MS-DRG",31,3.79999995231628,0,,4.90000009536743,10/1/2013,2014
"309",309,0.7867,"MS-DRG",31,2.70000004768372,0,,3.29999995231628,10/1/2013,2014
"310",310,0.5512,"MS-DRG",31,1.89999997615814,0,,2.29999995231628,10/1/2013,2014
"311",311,0.5649,"MS-DRG",31,1.79999995231628,0,,2.20000004768372,10/1/2013,2014
"312",312,0.7228,"MS-DRG",31,2.40000009536743,0,,3,10/1/2013,2014
"313",313,0.5992,"MS-DRG",31,1.79999995231628,0,,2.09999990463257,10/1/2013,2014
